TimeStamp,Sample No,X-AxisA,Y-AxisA,Z-AxisA,X-AxisG,Y-AxisG,Z-AxisG,X-AxisM,Y-AxisM,Z-AxisM,Class
4283,85,-0.250732421875,0.48388671875,0.824951171875,-33.875,-0.9296875,-9.7421875,13.16666698455811,-63.0,-157.6666717529297,Fall
4332,86,-0.18359375,0.608642578125,0.832275390625,-30.546875,0.65625,-12.5,11.16666698455811,-62.16666793823242,-156.8333282470703,Fall
4380,87,-0.17041015625,0.7236328125,0.796142578125,-14.1328125,-0.796875,-4.9140625,10.16666698455811,-61.5,-154.6666717529297,Fall
4430,88,-0.252685546875,0.613525390625,0.795166015625,10.2734375,-2.1640625,4.7265625,12.16666698455811,-60.33333206176758,-154.3333282470703,Fall
4478,89,-0.1767578125,0.56787109375,0.837158203125,12.625,-2.6484375,3.7734375,11.66666698455811,-58.83333206176758,-157.1666717529297,Fall
4530,90,-0.20849609375,0.4892578125,0.804931640625,-5.7109375,-0.7890625,-1.15625,12.3333330154419,-62.5,-156.8333282470703,Fall
4627,91,-0.16162109375,0.638427734375,0.798095703125,-14.1171875,2.5390625,-3.5390625,11.0,-61.16666793823242,-155.5,Fall
4677,92,-0.25,0.608154296875,0.784912109375,-8.7578125,2.515625,-1.5703125,10.5,-61.16666793823242,-154.6666717529297,Fall
4721,93,-0.182373046875,0.638427734375,0.83056640625,-2.78125,-0.15625,-2.03125,12.0,-60.83333206176758,-155.3333282470703,Fall
4773,94,-0.17333984375,0.560302734375,0.83837890625,0.859375,0.6640625,-2.5703125,11.8333330154419,-62.0,-155.1666717529297,Fall
4822,95,-0.171142578125,0.56005859375,0.790771484375,-1.7109375,-0.2734375,-2.609375,11.16666698455811,-62.5,-156.5,Fall
4867,96,-0.174560546875,0.630859375,0.836669921875,-6.6875,-0.1015625,-2.703125,11.66666698455811,-61.33333206176758,-155.6666717529297,Fall
4916,97,-0.175048828125,0.63330078125,0.78369140625,-4.1015625,-0.7734375,-2.5234375,9.833333015441896,-61.16666793823242,-155.5,Fall
4964,98,-0.173095703125,0.628173828125,0.8310546875,-3.1484375,-0.40625,-2.4296875,11.8333330154419,-62.33333206176758,-157.0,Fall
5016,99,-0.174072265625,0.631591796875,0.786865234375,-1.2578125,-0.171875,-2.1640625,10.16666698455811,-61.5,-152.8333282470703,Fall
135,0,-0.930908203125,-0.168701171875,0.118896484375,-1.9140625,-2.1328125,0.9375,35.33333206176758,-61.33333206176758,-64.83333587646484,Fall
155,1,-0.930908203125,-0.168701171875,0.118896484375,-1.9140625,-2.1328125,0.9375,35.33333206176758,-61.33333206176758,-64.83333587646484,Fall
175,2,-0.930908203125,-0.168701171875,0.118896484375,-1.9140625,-2.1328125,0.9375,35.33333206176758,-61.33333206176758,-64.83333587646484,Fall
195,3,-0.92529296875,-0.1708984375,0.119384765625,-2.46875,-2.578125,-0.640625,33.66666793823242,-63.66666793823242,-65.33333587646484,Fall
275,4,-0.922607421875,-0.171142578125,0.122314453125,-4.0078125,-2.203125,0.40625,35.33333206176758,-61.33333206176758,-106.0,Fall
278,5,-0.923828125,-0.171875,0.12060546875,-4.328125,0.953125,-2.2265625,33.16666793823242,-62.66666793823242,-64.66666412353516,Fall
324,6,-0.9228515625,-0.169921875,0.11865234375,-3.6953125,-0.421875,-2.28125,35.16666793823242,-62.33333206176758,-106.5,Fall
374,7,-0.931396484375,-0.17041015625,0.1923828125,-6.625,-0.28125,-2.9296875,34.16666793823242,-63.66666793823242,-104.8333358764648,Fall
422,8,-0.9267578125,-0.166015625,0.19189453125,-4.7109375,-0.7578125,-1.8046875,33.83333206176758,-63.16666793823242,-106.1666641235352,Fall
475,9,-0.9287109375,-0.171630859375,0.19482421875,-3.0,0.515625,-1.6953125,33.16666793823242,-62.0,-66.66666412353516,Fall
521,10,-0.926025390625,-0.170166015625,0.1953125,-4.4453125,0.546875,-1.7890625,33.33333206176758,-63.33333206176758,-105.1666641235352,Fall
568,11,-0.932861328125,-0.1728515625,0.189208984375,-6.96875,0.8515625,-4.25,34.66666793823242,-62.66666793823242,-66.16666412353516,Fall
617,12,-1.013671875,-0.175537109375,0.19287109375,-5.4609375,0.8828125,-4.6171875,35.5,-21.66666603088379,-66.66666412353516,Fall
714,13,-1.010986328125,-0.168701171875,0.188232421875,-9.0703125,-1.7578125,-2.7578125,33.16666793823242,-64.0,-65.5,Fall
763,14,-0.92822265625,-0.217529296875,0.118896484375,-4.8359375,-7.640625,1.9296875,33.5,-61.16666793823242,-106.1666641235352,Fall
812,15,-0.921630859375,-0.156494140625,0.111083984375,-0.1328125,-12.7109375,5.4453125,34.33333206176758,-64.0,-106.5,Fall
860,16,-0.921142578125,-0.15966796875,0.104736328125,-0.109375,-12.375,6.7421875,33.83333206176758,-62.66666793823242,-106.5,Fall
912,17,-0.91455078125,-0.1640625,0.10546875,-2.3515625,-8.71875,3.4609375,36.5,-63.0,-105.1666641235352,Fall
959,18,-0.90625,-0.15771484375,0.115478515625,-3.046875,-3.15625,1.2890625,33.83333206176758,-63.16666793823242,-106.1666641235352,Fall
1006,19,-0.96240234375,-0.216552734375,0.12060546875,-3.921875,0.6640625,-2.4453125,33.33333206176758,-63.0,-106.3333358764648,Fall
1056,20,-0.921630859375,-0.213134765625,0.191162109375,-2.390625,2.2578125,-6.0234375,34.5,-63.0,-66.0,Fall
1104,21,-0.93603515625,-0.162109375,0.194091796875,0.0078125,1.5390625,-8.6171875,36.83333206176758,-21.5,-65.33333587646484,Fall
1159,22,-0.93310546875,-0.164794921875,0.21240234375,-2.71875,-0.21875,-5.828125,34.83333206176758,-61.66666793823242,-64.5,Fall
1202,23,-0.927490234375,-0.16748046875,0.21533203125,0.421875,-3.0,-2.875,34.83333206176758,-21.5,-65.33333587646484,Fall
1250,24,-0.9208984375,-0.1572265625,0.210205078125,-0.8125,-6.71875,-0.1875,34.33333206176758,-62.0,-64.66666412353516,Fall
1299,25,-0.96630859375,-0.1669921875,0.21728515625,6.109375,-7.375,2.6015625,34.5,-63.0,-66.0,Fall
1348,26,-0.909423828125,-0.172607421875,0.208740234375,8.4140625,-7.34375,1.484375,35.5,-64.0,-65.83333587646484,Fall
1397,27,-0.91015625,-0.173583984375,0.212646484375,10.8203125,-9.8125,1.65625,35.33333206176758,-63.0,-65.33333587646484,Fall
1445,28,-1.02392578125,-0.250732421875,0.198974609375,18.046875,-9.1484375,6.25,34.66666793823242,-22.83333396911621,-67.0,Fall
1498,29,-1.011474609375,-0.259521484375,0.197265625,12.546875,-10.0390625,5.65625,34.83333206176758,-63.66666793823242,-68.33333587646484,Fall
1553,30,-0.91943359375,-0.18115234375,0.216552734375,1.2734375,-7.59375,10.7109375,34.16666793823242,-63.66666793823242,-69.16666412353516,Fall
1594,31,-0.956298828125,-0.15966796875,0.216064453125,0.3828125,-9.2421875,14.0625,34.83333206176758,-63.0,-67.16666412353516,Fall
1641,32,-0.86328125,-0.203369140625,0.200439453125,4.765625,-13.8984375,16.5,34.5,-63.66666793823242,-70.33333587646484,Fall
1689,33,-0.938232421875,-0.207763671875,0.194580078125,14.6015625,-15.3671875,9.609375,34.83333206176758,-22.66666603088379,-68.83333587646484,Fall
1739,34,-0.94287109375,-0.15771484375,0.117431640625,13.515625,-16.2421875,6.328125,35.16666793823242,-21.66666603088379,-69.66666412353516,Fall
1788,35,-0.843017578125,-0.1630859375,0.144287109375,7.953125,-13.9453125,6.9921875,34.33333206176758,-22.0,-68.5,Fall
1837,36,-0.8203125,-0.1181640625,0.108154296875,-10.0859375,-1.1171875,4.484375,34.5,-22.33333396911621,-70.33333587646484,Fall
1884,37,-0.717041015625,-0.08740234375,0.07177734375,4.1875,-10.7265625,-5.4296875,36.5,-21.5,-71.16666412353516,Fall
1933,38,-0.712158203125,-0.105712890625,0.076904296875,-67.65625,-1.0546875,-34.7265625,35.5,-21.66666603088379,-71.33333587646484,Fall
1982,39,-0.537841796875,0.021484375,-0.027587890625,-43.6484375,14.625,-34.7109375,36.83333206176758,-22.33333396911621,-72.66666412353516,Fall
2036,40,-0.638671875,-0.060791015625,-0.0654296875,-38.546875,27.0546875,-41.5546875,37.33333206176758,-22.33333396911621,-72.66666412353516,Fall
2083,41,-0.4931640625,0.024169921875,-0.03466796875,-21.0546875,28.8046875,-55.5078125,35.83333206176758,-63.5,-71.66666412353516,Fall
2129,42,-0.630615234375,-0.431640625,-0.260498046875,-137.0078125,38.734375,-58.6875,34.83333206176758,-61.66666793823242,-73.5,Fall
2177,43,-0.61376953125,-0.45361328125,-0.78173828125,-146.1796875,12.1015625,-3.765625,36.33333206176758,-62.66666793823242,-72.83333587646484,Fall
2227,44,0.08349609375,0.552001953125,-0.013916015625,30.265625,10.4453125,56.3515625,40.66666793823242,-61.5,-73.16666412353516,Fall
2275,45,0.014404296875,0.9541015625,0.799072265625,-37.9453125,77.2421875,-60.3671875,88.0,-60.83333206176758,-74.16666412353516,Fall
2323,46,-2.05517578125,1.109375,2.08740234375,131.734375,-256.0,174.2109375,90.66666412353516,-60.33333206176758,-81.33333587646484,Fall
2372,47,-2.734130859375,-1.010009765625,2.169677734375,-165.0078125,-256.0,171.4921875,93.33333587646484,-55.66666793823242,-141.6666717529297,Fall
2422,48,-0.612548828125,-0.045654296875,3.112060546875,-21.890625,-256.0,91.2109375,96.5,-48.0,-111.0,Fall
2469,49,-0.320068359375,0.656982421875,1.489990234375,253.9921875,-233.25,45.875,96.33333587646484,-45.33333206176758,-114.3333358764648,Fall
2518,50,-0.442626953125,-0.097412109375,1.000732421875,253.9921875,-201.984375,100.1796875,101.1666641235352,0.1666666716337204,-109.3333358764648,Fall
2567,51,-0.167236328125,-0.328125,1.153076171875,-154.9375,-169.5234375,24.1484375,67.83333587646484,2.666666746139526,-137.8333282470703,Fall
2664,52,-0.17529296875,-0.400390625,0.4189453125,126.5625,-83.9375,40.953125,65.83333587646484,6.833333492279053,-137.5,Fall
2714,53,-0.09716796875,-0.354248046875,0.028564453125,224.7421875,-151.71875,86.6015625,68.83333587646484,7.833333492279053,-132.5,Fall
2762,54,1.503173828125,-0.10400390625,0.034423828125,253.9921875,-24.0625,56.9921875,73.33333587646484,9.833333015441896,-77.5,Fall
2811,55,0.47607421875,-0.589111328125,-0.13623046875,247.4375,-25.078125,0.0703125,74.33333587646484,14.8333330154419,-64.5,Fall
2861,56,0.569580078125,-0.697265625,0.15380859375,110.75,-62.65625,-67.0,74.0,14.8333330154419,-96.66666412353516,Fall
2912,57,0.493408203125,-0.4208984375,0.07177734375,9.46875,-33.9921875,-121.8671875,73.33333587646484,13.0,-90.33333587646484,Fall
2960,58,0.16845703125,-1.150146484375,0.086669921875,60.015625,-24.453125,-186.2421875,74.0,13.16666698455811,-86.16666412353516,Fall
3006,59,0.047119140625,-2.00244140625,0.039306640625,26.5703125,-79.28125,-116.4609375,73.5,9.666666984558105,-42.0,Fall
3054,60,0.09423828125,-1.46240234375,0.093017578125,-88.3828125,7.3203125,56.1875,71.66666412353516,6.5,-39.83333206176758,Fall
3103,61,0.155029296875,-1.012451171875,0.102294921875,53.03125,-34.7265625,77.46875,72.5,5.333333492279053,-40.16666793823242,Fall
3152,62,0.171875,-0.82080078125,0.0859375,42.3046875,-5.8046875,50.0546875,70.66666412353516,6.333333492279053,-39.33333206176758,Fall
3201,63,0.336669921875,-0.776611328125,-0.0458984375,17.96875,-2.3828125,0.203125,70.16666412353516,7.333333492279053,-37.5,Fall
3257,64,0.3388671875,-0.7900390625,-0.05859375,0.046875,-7.5,-46.515625,70.5,7.833333492279053,-35.66666793823242,Fall
3300,65,0.19970703125,-1.34326171875,0.09228515625,-17.875,-2.1796875,-60.6796875,70.33333587646484,6.833333492279053,-36.5,Fall
3348,66,0.1083984375,-1.40771484375,-0.2138671875,38.171875,-28.125,63.890625,69.16666412353516,5.166666507720947,-35.83333206176758,Fall
3396,67,0.1767578125,-1.357666015625,-0.217529296875,-45.671875,22.75,131.9765625,68.83333587646484,6.166666507720947,-35.66666793823242,Fall
3444,68,0.33349609375,-1.126220703125,-0.125,4.0390625,28.40625,143.171875,70.66666412353516,8.833333015441895,-33.83333206176758,Fall
3493,69,0.34619140625,-0.831787109375,-0.042236328125,-21.828125,26.4921875,121.4296875,69.83333587646484,10.3333330154419,-37.33333206176758,Fall
3542,70,0.45166015625,-0.85107421875,-0.091064453125,-84.5625,20.4609375,98.4453125,70.5,12.16666698455811,-37.83333206176758,Fall
3591,71,0.63427734375,-0.70947265625,0.01318359375,-100.125,28.8671875,85.046875,70.83333587646484,13.8333330154419,-38.33333206176758,Fall
3640,72,0.707275390625,-0.534423828125,0.08984375,-62.296875,17.671875,78.890625,74.16666412353516,15.0,-86.83333587646484,Fall
3688,73,0.753662109375,-0.521484375,0.1376953125,-21.0625,27.796875,65.359375,75.66666412353516,17.5,-88.0,Fall
3737,74,0.771484375,-0.476318359375,0.10546875,-24.1640625,36.3203125,46.9453125,71.66666412353516,18.33333396911621,-91.0,Fall
3785,75,0.82470703125,-0.52294921875,0.259521484375,24.796875,27.5625,23.859375,73.16666412353516,20.83333396911621,-92.83333587646484,Fall
3839,76,0.815673828125,-0.5849609375,0.22998046875,41.1875,40.109375,9.765625,71.66666412353516,19.16666603088379,-94.5,Fall
3891,77,0.78125,-0.645263671875,0.267822265625,31.28125,35.8671875,-9.140625,69.16666412353516,-20.5,-94.66666412353516,Fall
3932,78,0.6806640625,-0.664794921875,0.32568359375,-33.3125,35.8046875,-24.078125,69.83333587646484,-21.33333396911621,-94.66666412353516,Fall
3983,79,0.8349609375,-0.607666015625,0.326904296875,-33.953125,17.234375,-26.359375,68.33333587646484,20.5,-95.16666412353516,Fall
4081,80,0.660400390625,-0.6640625,0.3984375,2.75,8.1171875,-23.96875,70.33333587646484,19.66666603088379,-98.16666412353516,Fall
4085,81,0.660400390625,-0.6640625,0.3984375,2.75,8.1171875,-23.96875,70.33333587646484,19.66666603088379,-98.16666412353516,Fall
4134,82,0.71337890625,-0.6650390625,0.34228515625,-28.859375,10.4296875,-31.9140625,73.5,20.83333396911621,-98.16666412353516,Fall
4178,83,0.718017578125,-0.6572265625,0.304443359375,-31.484375,5.1875,-46.8671875,72.66666412353516,19.66666603088379,-98.16666412353516,Fall
4227,84,0.61083984375,-0.664306640625,0.379150390625,-61.15625,7.7421875,-59.0,72.0,20.16666603088379,-97.5,Fall
4273,85,0.57958984375,-0.639892578125,0.34912109375,-83.125,16.25,-71.921875,72.66666412353516,17.66666603088379,-99.33333587646484,Fall
4322,86,0.56005859375,-0.447265625,0.353759765625,-9.015625,28.3515625,-86.5,74.66666412353516,14.5,-101.3333358764648,Fall
4371,87,0.294189453125,-0.21533203125,0.186279296875,245.984375,53.8203125,-102.1640625,73.0,16.33333396911621,-103.5,Fall
4420,88,0.147705078125,-1.174072265625,0.268798828125,165.84375,-14.96875,-147.65625,72.66666412353516,12.8333330154419,-98.66666412353516,Fall
4468,89,0.20947265625,-1.747314453125,0.37890625,-152.8515625,-55.4609375,-237.1171875,73.16666412353516,11.66666698455811,-90.83333587646484,Fall
4517,90,-0.06396484375,-2.20263671875,0.02392578125,28.703125,59.796875,-129.375,72.33333587646484,8.0,-92.0,Fall
4616,91,-0.39404296875,-0.522705078125,0.140380859375,-242.3359375,51.046875,73.7421875,75.16666412353516,4.333333492279053,-94.66666412353516,Fall
4663,92,0.378662109375,-0.67138671875,0.442626953125,-42.4296875,25.734375,58.8359375,74.16666412353516,5.0,-101.5,Fall
4721,93,0.164306640625,-0.935546875,0.501953125,-54.75,23.6796875,-19.453125,75.16666412353516,7.166666507720947,-106.0,Fall
4761,94,0.202392578125,-0.7275390625,0.54150390625,-161.5390625,44.6875,-42.0234375,74.33333587646484,6.0,-64.5,Fall
4810,95,-0.0517578125,-0.94287109375,0.871337890625,-69.703125,20.25,-7.1875,74.0,5.166666507720947,-71.16666412353516,Fall
4861,96,0.01611328125,-0.6044921875,0.78271484375,-20.6171875,-9.53125,6.2890625,72.0,4.0,-76.5,Fall
4907,97,0.07177734375,-0.671875,0.67822265625,10.046875,-6.0390625,2.3046875,72.5,5.0,-77.5,Fall
4956,98,0.042724609375,-0.832763671875,0.686279296875,7.1015625,2.359375,-7.1484375,72.33333587646484,3.5,-76.5,Fall
5004,99,0.07275390625,-0.849609375,0.680908203125,-4.3125,-2.1484375,0.03125,75.33333587646484,4.5,-76.66666412353516,Fall
121,0,0.935791015625,0.146728515625,0.460693359375,-2.09375,-2.875,-1.6171875,103.5,-6.166666507720947,-68.16666412353516,Fall
133,1,0.935791015625,0.146728515625,0.460693359375,-2.09375,-2.875,-1.6171875,103.5,-6.166666507720947,-68.16666412353516,Fall
155,2,0.935791015625,0.146728515625,0.460693359375,-2.09375,-2.875,-1.6171875,103.5,-6.166666507720947,-68.16666412353516,Fall
212,3,0.9345703125,0.095703125,0.46240234375,0.9140625,-0.4296875,0.6328125,101.6666641235352,-5.666666507720947,-67.66666412353516,Fall
261,4,0.923828125,0.095458984375,0.448486328125,-2.671875,1.8671875,2.453125,101.6666641235352,-6.5,-67.16666412353516,Fall
311,5,1.000732421875,0.14306640625,0.437744140625,-3.5390625,6.171875,4.015625,100.8333358764648,-6.0,-66.0,Fall
359,6,0.915283203125,0.1416015625,0.369873046875,-3.609375,6.65625,4.3046875,101.5,-5.333333492279053,-67.83333587646484,Fall
411,7,0.921630859375,0.143310546875,0.35400390625,-3.0078125,3.6484375,3.0546875,101.1666641235352,-5.833333492279053,-68.5,Fall
471,8,0.92626953125,0.13525390625,0.349609375,-4.6796875,1.9609375,1.3359375,99.16666412353516,-5.0,-68.16666412353516,Fall
504,9,0.92578125,0.138671875,0.3525390625,-3.8125,-0.1171875,0.5390625,101.5,-5.333333492279053,-67.33333587646484,Fall
553,10,0.92333984375,0.14404296875,0.364990234375,0.4296875,-2.8203125,-2.1875,100.3333358764648,-5.0,-69.66666412353516,Fall
602,11,0.927734375,0.13427734375,0.37158203125,-2.1328125,-1.90625,-1.421875,99.66666412353516,-8.0,-69.16666412353516,Fall
651,12,0.931396484375,0.13134765625,0.372802734375,-1.0625,-1.453125,-3.0859375,99.83333587646484,-5.333333492279053,-68.5,Fall
706,13,0.92431640625,0.14599609375,0.43896484375,-6.4609375,-2.7109375,-3.8203125,101.1666641235352,-6.166666507720947,-68.5,Fall
776,14,0.92578125,0.1513671875,0.37451171875,-3.734375,-2.2578125,-3.3828125,101.3333358764648,-5.166666507720947,-67.16666412353516,Fall
798,15,0.927490234375,0.140380859375,0.441162109375,-3.5234375,0.5,-3.234375,100.1666641235352,-5.166666507720947,-67.66666412353516,Fall
848,16,0.921875,0.147216796875,0.439208984375,-6.671875,0.890625,-3.265625,100.6666641235352,-6.166666507720947,-68.5,Fall
898,17,0.921875,0.145751953125,0.43994140625,-6.203125,-0.65625,-3.109375,100.1666641235352,-4.833333492279053,-67.66666412353516,Fall
944,18,0.9248046875,0.094970703125,0.370849609375,-4.5234375,0.78125,-4.6328125,101.1666641235352,-5.0,-66.66666412353516,Fall
993,19,0.9228515625,0.146240234375,0.366455078125,-4.453125,-0.921875,-2.96875,100.8333358764648,-5.166666507720947,-67.66666412353516,Fall
1041,20,0.931884765625,0.143798828125,0.443359375,-1.71875,-0.453125,-2.3203125,101.8333358764648,-4.666666507720947,-67.83333587646484,Fall
1090,21,0.934326171875,0.152587890625,0.371337890625,-1.796875,-0.4375,-2.1015625,103.5,-5.333333492279053,-66.16666412353516,Fall
1139,22,1.0029296875,0.150390625,0.37109375,-2.203125,-0.0390625,-0.71875,101.1666641235352,-4.666666507720947,-69.0,Fall
1188,23,0.93212890625,0.14453125,0.371337890625,-2.21875,2.625,2.9921875,101.6666641235352,-4.833333492279053,-67.16666412353516,Fall
1236,24,1.000244140625,0.1484375,0.367919921875,2.2109375,1.0703125,2.9375,103.3333358764648,-4.333333492279053,-66.83333587646484,Fall
1285,25,0.92333984375,0.143310546875,0.35595703125,1.9140625,1.4921875,4.46875,99.66666412353516,-5.666666507720947,-67.66666412353516,Fall
1334,26,1.0068359375,0.14794921875,0.351806640625,4.625,1.7421875,8.4765625,100.8333358764648,-6.5,-68.0,Fall
1383,27,0.993408203125,0.144775390625,0.34619140625,5.8046875,2.34375,9.625,98.83333587646484,-4.833333492279053,-66.83333587646484,Fall
1432,28,0.992431640625,0.042724609375,0.389404296875,1.2421875,-0.5390625,12.3984375,99.33333587646484,-5.666666507720947,-68.33333587646484,Fall
1480,29,1.07373046875,0.03515625,0.404296875,6.34375,-0.8671875,9.578125,100.1666641235352,-5.666666507720947,-68.33333587646484,Fall
1529,30,1.028076171875,0.04833984375,0.37646484375,0.046875,-0.4375,5.0703125,100.5,-6.5,-69.16666412353516,Fall
1580,31,1.0205078125,0.0751953125,0.2958984375,7.765625,-0.4453125,-2.078125,98.5,-5.666666507720947,-68.33333587646484,Fall
1628,32,0.9501953125,0.089599609375,0.29443359375,-2.1015625,-0.9609375,-15.3515625,98.5,-3.666666746139526,-68.33333587646484,Fall
1675,33,0.9658203125,0.1337890625,0.28564453125,8.859375,2.9609375,-29.453125,98.83333587646484,-3.666666746139526,-67.66666412353516,Fall
1726,34,1.01513671875,0.05126953125,0.3330078125,8.9296875,1.8515625,-33.90625,99.5,-5.833333492279053,-67.33333587646484,Fall
1773,35,1.009521484375,0.133056640625,0.343017578125,-0.8046875,5.1171875,-27.9375,100.6666641235352,-6.166666507720947,-65.83333587646484,Fall
1821,36,0.96484375,0.092041015625,0.34033203125,-13.7421875,14.1640625,-22.8671875,103.5,-7.0,-65.5,Fall
1872,37,0.966552734375,0.072998046875,0.332275390625,-31.484375,20.8125,-11.15625,102.6666641235352,-6.666666507720947,-66.66666412353516,Fall
1919,38,0.9228515625,0.072998046875,0.323486328125,-47.359375,22.8828125,-2.890625,103.0,-7.166666507720947,-68.83333587646484,Fall
1968,39,0.86669921875,-0.032470703125,0.184326171875,-68.203125,22.9609375,6.2265625,103.6666641235352,-6.0,-66.83333587646484,Fall
2067,40,0.875732421875,-0.10888671875,0.298095703125,-27.265625,5.0703125,-17.171875,104.3333358764648,-7.5,-75.16666412353516,Fall
2074,41,0.875732421875,-0.10888671875,0.298095703125,-27.265625,5.0703125,-17.171875,104.3333358764648,-7.5,-75.16666412353516,Fall
2164,42,0.879638671875,-0.1630859375,0.308837890625,-38.578125,18.2890625,-28.4375,102.6666641235352,-7.0,-74.83333587646484,Fall
2213,43,0.686279296875,-0.378173828125,0.724609375,-29.8515625,23.234375,-44.25,104.1666641235352,-8.5,-75.66666412353516,Fall
2280,44,0.72705078125,-0.29833984375,0.73681640625,-88.6875,43.4296875,-73.6640625,105.0,-5.666666507720947,-75.66666412353516,Fall
2310,45,0.47509765625,-0.772705078125,0.996337890625,-90.5234375,98.375,-92.6015625,106.1666641235352,-10.0,-79.16666412353516,Fall
2359,46,0.874755859375,-0.459228515625,1.539794921875,-160.421875,147.984375,-133.234375,65.0,-11.66666698455811,-81.16666412353516,Fall
2407,47,1.31494140625,-0.41552734375,1.302734375,-112.0390625,196.8203125,-144.125,65.83333587646484,-14.16666698455811,-133.1666717529297,Fall
2456,48,1.95068359375,-0.751708984375,1.013427734375,-203.140625,251.2265625,-131.90625,64.5,-20.33333396911621,-144.1666717529297,Fall
2511,49,1.639404296875,0.4521484375,0.369384765625,-184.578125,253.9921875,-6.4140625,103.1666641235352,16.66666603088379,-111.6666641235352,Fall
2554,50,1.577392578125,-2.025146484375,-1.060546875,-55.1015625,253.9921875,79.0703125,96.33333587646484,9.0,-126.3333358764648,Fall
2601,51,0.6728515625,0.6279296875,-0.769775390625,51.1640625,123.921875,112.1640625,93.5,4.5,-126.3333358764648,Fall
2651,52,0.311767578125,-0.143798828125,-1.41650390625,-256.0,-0.9375,85.4140625,36.66666793823242,-43.33333206176758,-181.8333282470703,Fall
2702,53,1.79150390625,1.13330078125,-1.302978515625,-256.0,-256.0,116.0234375,32.83333206176758,-46.33333206176758,-184.8333282470703,Fall
2797,54,-0.893310546875,0.563720703125,1.685791015625,253.9921875,-256.0,-32.96875,57.33333206176758,0.1666666716337204,-156.3333282470703,Fall
2801,55,-0.893310546875,0.563720703125,1.685791015625,253.9921875,-256.0,-32.96875,57.33333206176758,0.1666666716337204,-156.3333282470703,Fall
2949,56,-0.603759765625,-2.398193359375,-1.142333984375,-256.0,126.2109375,-37.140625,23.83333396911621,3.0,-150.0,Fall
2953,57,-0.603759765625,-2.398193359375,-1.142333984375,-256.0,126.2109375,-37.140625,23.83333396911621,3.0,-150.0,Fall
2957,58,-0.603759765625,-2.398193359375,-1.142333984375,-256.0,126.2109375,-37.140625,23.83333396911621,3.0,-150.0,Fall
2991,59,-0.150390625,1.53662109375,0.04150390625,-256.0,23.3046875,-16.28125,53.83333206176758,3.166666746139526,-154.5,Fall
3040,60,-0.384521484375,-0.135009765625,-0.04345703125,-145.3359375,49.0078125,-1.8046875,-9.5,0.1666666716337204,-190.3333282470703,Fall
3090,61,0.0107421875,0.236328125,-0.446533203125,37.9375,63.515625,-103.921875,-11.3333330154419,-43.5,-186.0,Fall
3138,62,0.28515625,2.046142578125,-0.90771484375,-4.8359375,76.171875,-256.0,-11.5,-43.33333206176758,-184.5,Fall
3188,63,-0.884521484375,1.96728515625,-0.322509765625,253.9921875,21.4765625,-256.0,-10.3333330154419,4.166666507720947,-183.0,Fall
3237,64,-0.369140625,-0.33056640625,0.087158203125,65.1796875,-8.4296875,140.7734375,-4.666666507720947,5.0,-154.0,Fall
3284,65,-0.096435546875,0.206787109375,0.34130859375,-175.5390625,14.109375,-37.28125,-1.666666626930237,4.333333492279053,-153.6666717529297,Fall
3332,66,-0.098388671875,0.798095703125,0.306640625,35.671875,33.8515625,-77.2421875,-1.5,4.166666507720947,-154.0,Fall
3382,67,0.670166015625,1.926025390625,-0.015380859375,-229.4375,47.890625,-110.6640625,-1.833333373069763,6.5,-154.3333282470703,Fall
3430,68,0.098876953125,1.067626953125,-0.0771484375,124.2109375,0.3125,99.9375,-6.166666507720947,4.833333492279053,-149.5,Fall
3479,69,0.17724609375,0.920654296875,-0.11376953125,-87.109375,30.0,-20.3359375,-6.5,4.0,-191.0,Fall
3528,70,0.33447265625,1.247314453125,-0.216064453125,-8.3828125,-4.3046875,0.9453125,-8.0,4.5,-149.6666717529297,Fall
3576,71,0.313232421875,0.916259765625,-0.18798828125,32.796875,-8.125,6.7734375,-9.166666984558105,5.333333492279053,-150.0,Fall
3630,72,-0.091796875,0.94287109375,0.00634765625,19.796875,-13.6875,8.234375,-8.5,3.166666746139526,-150.6666717529297,Fall
3674,73,-0.1416015625,1.0,-0.067626953125,11.609375,-8.875,-2.0625,-6.5,2.0,-149.8333282470703,Fall
3724,74,0.013671875,0.84716796875,0.013916015625,-20.921875,-1.09375,0.0,-7.666666507720947,4.333333492279053,-191.3333282470703,Fall
3772,75,0.128662109375,1.019287109375,-0.151123046875,-15.8984375,6.09375,-8.234375,-7.333333492279053,4.333333492279053,-151.3333282470703,Fall
3820,76,0.15576171875,0.969482421875,-0.14453125,-6.546875,3.015625,-2.0,-7.333333492279053,4.0,-149.5,Fall
3869,77,0.058837890625,1.010009765625,-0.130615234375,8.8046875,-1.4609375,3.4609375,-7.333333492279053,5.5,-149.5,Fall
3919,78,0.0703125,0.915283203125,-0.07275390625,15.3125,-3.015625,-0.4375,-8.333333015441895,4.5,-192.0,Fall
3973,79,-0.021728515625,0.873779296875,0.019775390625,-7.734375,-2.5859375,-0.1484375,-6.0,4.5,-150.5,Fall
4015,80,0.066650390625,1.00439453125,-0.03466796875,-6.4375,2.2109375,0.234375,-6.666666507720947,3.833333253860474,-150.0,Fall
4120,81,-0.008056640625,0.93310546875,-0.080322265625,-5.0234375,1.6953125,-1.9453125,-7.666666507720947,2.666666746139526,-150.6666717529297,Fall
